,"Цена, р./кг",Сталь,"Цена, р./м2",Доп. размер,"Цена, р./пог.м",Размер,"Цена, р./шт.",Наименование,ГОСТ,"Цена, р./т"
12079,,,,12,, 14У,,Швеллер  , ,63 990 1-5т
12080,,ст3,,6,, 14У,,Швеллер  , ,64 990 1-5т
12081,,ст3,,12,, 14У,,Швеллер  , ,63 990 1-5т
12082,,09Г2С-15,,12,, 16П,,Швеллер  , ,72 490 1-5т
12083,,С355,,12,, 16У,,Швеллер  , ,73 990 1-5т
12084,,С255,,6,, 14П,,Швеллер  , ,63 190 1-5т
12085,,С255,,12,, 16П,,Швеллер  , ,63 790 1-5т
12086,,С255,,6,, 16П,,Швеллер  , ,63 790 1-5т
12087,,С255,,12,, 16У,,Швеллер  , ,63 790 1-5т
12088,,ст3,,6,, 16П,,Швеллер  , ,63 790 1-5т
12089,,ст3,,12,, 16У,,Швеллер  , ,63 790 1-5т
12090,,,,6,, 16П,,Швеллер  , ,63 790 1-5т
12091,,,,12,, 16П,,Швеллер  , ,63 790 1-5т
12092,,,,12,, 16У,,Швеллер  , ,63 790 1-5т
12093,,,,6,, 16У,,Швеллер  , ,64 990 1-5т
12094,,ст3,,12,, 16П,,Швеллер  , ,63 790 1-5т
12095,,ст3,,6,, 16У,,Швеллер  , ,64 990 1-5т
12096,,С255,,12,, 14У,,Швеллер  , ,63 990 1-5т
12097,,ст3,,12,, 14П,,Швеллер  , ,63 490 1-5т
12098,,С355,,12,, 12П,,Швеллер  , ,72 990 1-5т
12099,,09Г2С-15,,12,, 12У,,Швеллер  , ,74 490 1-5т
12100,,ст3,,12,, 12П,,Швеллер  , ,63 490 1-5т
12101,,ст3,,6,, 12П,,Швеллер  , ,63 190 1-5т
12102,,ст3,,12,, 12У,,Швеллер  , ,62 990 1-5т
12103,,,,12,, 12П,,Швеллер  , ,63 490 1-5т
12104,,,,6,, 12П,,Швеллер  , ,63 190 1-5т
12105,,,,11.7,, 12П,,Швеллер  , ,63 490 1-5т
12106,,ст3,,6,, 14П,,Швеллер  , ,63 190 1-5т
12107,,,,12,, 12У,,Швеллер  , ,62 990 1-5т
12108,,С255,,12,, 12П,,Швеллер  , ,63 490 1-5т
12109,,ст3,,11.7,, 12П,,Швеллер  , ,63 490 1-5т
12110,,С255,,6,, 12П,,Швеллер  , ,63 190 1-5т
12111,,С255,,12,, 12У,,Швеллер  , ,62 990 1-5т
12112,,ст3,,6,, 12У,,Швеллер  , ,62 990 1-5т
12113,,С355,,12,, 14П,,Швеллер  , ,71 990 1-5т
12114,,09Г2С-15,,12,, 14П,,Швеллер  , ,71 990 1-5т
12115,,09Г2С-15,,12,, 14У,,Швеллер  , ,71 990 1-5т
12116,,,,6,, 12У,,Швеллер  , ,62 990 1-5т
12117,,09Г2С-15,,12,, 18П,,Швеллер  , ,74 490 1-5т
12118,,С355,,12,, 18П,,Швеллер  , ,74 490 1-5т
12119,,09Г2С-15,,12,, 18У,,Швеллер  , ,74 490 1-5т
12120,,,,12,, 24П,,Швеллер  , ,109 990 1-5т
12121,,,,12,, 24У,,Швеллер  , ,113 990 1-5т
12122,,С355,,12,, 27П,,Швеллер  , ,134 999 1-5т
12123,,С355,,12,, 27У,,Швеллер  , ,131 650 1-5т
12124,,С255,,12,, 27П,,Швеллер  , ,131 650 1-5т
12125,,С255,,12,, 27У,,Швеллер  , ,126 990 1-5т
12126,,ст3,,12,, 27У,,Швеллер  , ,126 990 1-5т
12127,,,,12,, 27П,,Швеллер  , ,131 650 1-5т
12128,,С255,,12,, 24У,,Швеллер  , ,113 990 1-5т
12129,,С355,,12,, 30П,,Швеллер  , ,134 990 1-5т
12130,,С255,,12,, 30П,,Швеллер  , ,126 990 1-5т
12131,,ст3,,12,, 30У,,Швеллер  , ,129 490 1-5т
12132,,,,12,, 30П,,Швеллер  , ,126 990 1-5т
12133,,,,12,, 30У,,Швеллер  , ,129 490 1-5т
12134,,С255,,12,, 40П,,Швеллер  , ,179 990 1-5т
12135,,С255,,12,, 40У,,Швеллер  , ,149 990 1-5т
12136,,,,12,, 40П,,Швеллер  , ,179 990 1-5т
12137,,,,12,, 40У,,Швеллер  , ,149 990 1-5т
12138,,С355,,12,, 30У,,Швеллер  , ,138 450 1-5т
12139,,С255,,12,, 24П,,Швеллер  , ,109 990 1-5т
12140,,ст3,,12,, 24П,,Швеллер  , ,109 990 1-5т
12141,,С355,,12,, 24У,,Швеллер  , ,119 990 1-5т
12142,,С255,,12,, 18П,,Швеллер  , ,65 790 1-5т
12143,,ст3,,12,, 18П,,Швеллер  , ,65 790 1-5т
12144,,ст3,,12,, 18У,,Швеллер  , ,66 490 1-5т
12145,,С255,,12,, 18У,,Швеллер  , ,66 490 1-5т
12146,,,,12,, 18П,,Швеллер  , ,65 790 1-5т
12147,,,,12,, 18У,,Швеллер  , ,66 490 1-5т
12148,,09Г2С-15,,12,, 20П,,Швеллер  , ,119 990 1-5т
12149,,С355,,12,, 20П,,Швеллер  , ,119 990 1-5т
12150,,С355,,12,, 20У,,Швеллер  , ,123 990 1-5т
12151,,ст3,,12,, 20П,,Швеллер  , ,109 990 1-5т
12152,,С255,,12,, 20П,,Швеллер  , ,109 990 1-5т
12153,,С255,,12,, 20У,,Швеллер  , ,114 490 1-5т
12154,,,,12,, 20П,,Швеллер  , ,109 990 1-5т
12155,,,,12,, 20У,,Швеллер  , ,114 490 1-5т
12156,,09Г2С-15,,12,, 22П,,Швеллер  , ,119 990 1-5т
12157,,С355,,12,, 22П,,Швеллер  , ,119 990 1-5т
12158,,С255,,12,, 22П,,Швеллер  , ,109 990 1-5т
12159,,,,12,, 22П,,Швеллер  , ,109 990 1-5т
12160,,С355,,12,, 24П,,Швеллер  , ,119 990 1-5т
12161,,ст3,,6,, 10У,,Швеллер  , ,59 990 1-5т
12162,,,,12,, 10У,,Швеллер  , ,58 990 1-5т
12163,,,,12,, 27У,,Швеллер  , ,126 990 1-5т
12164,,,,12,, 10П,,Швеллер  , ,58 990 1-5т
12165,,С255,,12,, 12У,,Швеллер  , ,68 800 
12166,,3сп,,12,, 14У,,Швеллер  , ГОСТ 535-2005 ,68 800 
12167,,С255,,12,, 14У,,Швеллер  , ,68 800 
12168,,3сп,,12,, 16У,,Швеллер  , ,68 800 
12169,,С255,,12,, 16У,,Швеллер  , ,68 800 
12170,,С255,,н/д,, 16У,,Швеллер  , ,58 500 
12171,,С255,,12,, 18П,,Швеллер  , ,73 000 
12172,,С255,,12,, 20П,,Швеллер  , ,121 700 
12173,,С255,,12,, 20У,,Швеллер  , ,121 700 
12174,,С255,,12,, 22П,,Швеллер  , ,121 700 
12175,,С255,,12,, 24П,,Швеллер  , ,121 700 
12176,,С355,,12,, 24П,,Швеллер  , ,131 000 
12177,,С255,,12,, 27П,,Швеллер  , ,140 300 
12178,,С255,,12,, 27У,,Швеллер  , ,140 300 
12179,,С255,,12,, 30У,,Швеллер  , ,140 300 
12180,,ст3,,12,, 6.5У,,Швеллер  , ГОСТ 8240-97 ,62 200 >2т
12181,,ст3,,12,, 8У,,Швеллер  , ГОСТ 8240-97 ,60 200 >2т
12182,,09Г2С,,12,, 12У,,Швеллер  , ,звоните 
12183,,3сп,,6,, 12У,,Швеллер  , ,68 800 
12184,,3сп,,12,, 12У,,Швеллер  , ГОСТ 535-2005 ,68 800 
12185,,3сп,,12,, 12У,,Швеллер  , ,68 800 
12186,,,,6,, 10У,,Швеллер  , ,59 990 1-5т
12187,,3пс,,11.7,, 8У,,Швеллер  , ,60 000 
12188,,ст3,,12,, 10П,,Швеллер  , ,59 000 
12189,,ст3,,12,, 12П,,Швеллер  , ,63 500 
12190,,ст3,,12,, 14П,,Швеллер  , ,63 500 
12191,,ст3,,12,, 16П,,Швеллер  , ,64 000 
12192,,ст3,,12,, 18П,,Швеллер  , ,66 000 
12193,,ст3,,12,, 20П,,Швеллер  , ,110 000 
12194,,ст3,,12,, 10У,,Швеллер  , ГОСТ 8240-97 ,60 200 >2т
12195,,ст3,,12,, 22П,,Швеллер  , ,110 000 
12196,,ст3,,12,, 27П,,Швеллер  , ,129 500 
12197,,ст3,,12,, 27У,,Швеллер  , ,128 500 
12198,,ст3,,12,, 30П,,Швеллер  , ,126 500 
12199,,09Г2С,,12,, 6.5У,,Швеллер  , ,звоните 
12200,,3сп,,12,, 6.5У,,Швеллер  , ,87 900 
12201,,3сп,,6,, 8У,,Швеллер  , ,звоните 
12202,,3сп,,12,, 10У,,Швеллер  , ,63 300 
12203,,С255,,12,, 10У,,Швеллер  , ,63 300 
12204,,ст3,,12,, 24П,,Швеллер  , ,110 000 
12205,,ст3,,12,, 12У,,Швеллер  , ГОСТ 8240-97 ,64 200 >2т
12206,,3сп,,6,, 16У,,Швеллер  , ,звоните 
12207,,ст3,,12,, 16У,,Швеллер  , ГОСТ 8240-97 ,64 200 >2т
12208,,ст3,,6,, 8П,,Швеллер  , ,57 990 1-5т
12209,,С255,,12,, 8П,,Швеллер  , ,59 490 1-5т
12210,,,,12,, 8П,,Швеллер  , ,59 490 1-5т
12211,,,,6,, 8П,,Швеллер  , ,57 990 1-5т
12212,,,,12,, 8У,,Швеллер  , ,58 490 1-5т
12213,,,,6,, 8У,,Швеллер  , ,61 990 1-5т
12214,,ст3,,12,, 14У,,Швеллер  , ГОСТ 8240-97 ,64 200 >2т
12215,,С255,,6,, 8П,,Швеллер  , ,57 990 1-5т
12216,,ст3,,12,, 8П,,Швеллер  , ,59 490 1-5т
12217,,ст3,,12,, 8У,,Швеллер  , ,58 490 1-5т
12218,,09Г2С-15,,12,, 10П,,Швеллер  , ,66 990 1-5т
12219,,09Г2С-15,,12,, 10У,,Швеллер  , ,68 490 1-5т
12220,,С355,,12,, 10У,,Швеллер  , ,68 490 1-5т
12221,,ст3,,12,, 10П,,Швеллер  , ,58 990 1-5т
12222,,ст3,,6,, 10П,,Швеллер  , ,57 990 1-5т
12223,,С255,,6,, 10П,,Швеллер  , ,57 990 1-5т
12224,,ст3,,12,, 10У,,Швеллер  , ,58 990 1-5т
12225,,,,6,, 10П,,Швеллер  , ,57 990 1-5т
12226,,ст3,,6,, 8У,,Швеллер  , ,61 990 1-5т
12227,,09Г2С-15,,12,, 8У,,Швеллер  , ,67 990 1-5т
12228,,С245,,6,, 8П,,Швеллер  , ,57 990 1-5т
12229,,09Г2С-15,,12,, 8П,,Швеллер  , ,67 490 1-5т
12230,,ст3,,12,, 18У,,Швеллер  , ГОСТ 8240-97 ,66 200 >2т
12231,,С355,,12,, 8П,,Швеллер  , ,67 490 1-5т
12232,,ст3,,6,, 5П,,Швеллер  , ,78 990 1-5т
12233,,ст3,,12,, 5У,,Швеллер  , ,64 990 1-5т
12234,,,,12,, 5П,,Швеллер  , ,79 990 1-5т
12235,,,,6,, 5П,,Швеллер  , ,78 990 1-5т
12236,,,,6,, 5У,,Швеллер  , ,64 990 1-5т
12237,,,,12,, 5У,,Швеллер  , ,64 990 1-5т
12238,,ст3,,6,, 5У,,Швеллер  , ,64 990 1-5т
12239,,ст3,,12,, 6.5П,,Швеллер  , ,66 490 1-5т
12240,,ст3,,6,, 6.5П,,Швеллер  , ,66 490 1-5т
12241,,ст3,,12,, 5П,,Швеллер  , ,79 990 1-5т
12242,,,,12,, 6.5У,,Швеллер  , ,60 990 1-5т
12243,,ст3,,6,, 6.5У,,Швеллер  , ,61 490 1-5т
12244,,ст3,,12,, 6.5У,,Швеллер  , ,60 990 1-5т
12245,,,,6,, 6.5П,,Швеллер  , ,66 490 1-5т
12246,,,,12,, 6.5П,,Швеллер  , ,66 490 1-5т
12247,,,,6,, 6.5У,,Швеллер  , ,61 490 1-5т
12248,,,,12,, 160х80х5,,Швеллер гнутый  , ,67 990 1-5т
12249,,,,12,, 160х80х4,,Швеллер гнутый  , ,66 990 1-5т
12250,,,,12,, 160х60х6,,Швеллер гнутый  , ,67 990 1-5т
12251,,,,12,, 160х60х5,,Швеллер гнутый  , ,66 990 1-5т
12252,,,,12,, 140х50х4,,Швеллер гнутый  , ,66 990 1-5т
12253,,,,н/д,, 160х80х4,,Швеллер гнутый  , ,63 990 1-5т
12254,,,,12,, 160х50х5,,Швеллер гнутый  , ,66 990 1-5т
12255,,,,12,, 160х50х4,,Швеллер гнутый  , ,67 990 1-5т
12256,,,,12,, 140х60х5,,Швеллер гнутый  , ,69 990 1-5т
12257,,,,12,, 140х60х4,,Швеллер гнутый  , ,66 990 1-5т
12258,,,,12,, 160х60х4,,Швеллер гнутый  , ,66 990 1-5т
12259,,,,12,, 180х60х4,,Швеллер гнутый  , ,66 990 1-5т
12260,,,,12,, 180х60х5,,Швеллер гнутый  , ,67 990 1-5т
12261,,,,12,, 180х50х4,,Швеллер гнутый  , ,66 990 1-5т
12262,,,,12,, 250х60х6,,Швеллер гнутый  , ,69 990 1-5т
12263,,,,12,, 180х70х5,,Швеллер гнутый  , ,67 990 1-5т
12264,,,,12,, 180х70х6,,Швеллер гнутый  , ,66 990 1-5т
12265,,,,н/д,, 180х60х4,,Швеллер гнутый  , ,63 990 1-5т
12266,,,,12,, 200х100х5,,Швеллер гнутый  , ,72 990 1-5т
12267,,,,12,, 200х100х6,,Швеллер гнутый  , ,68 990 1-5т
12268,,,,12,, 200х80х4,,Швеллер гнутый  , ,67 990 1-5т
12269,,АД31Т1,,6, , 40х80х4,,Швеллер гнутый  , ,386 000 
12270,,АД31Т1,,6, , 40х40х4,,Швеллер гнутый  , ,386 000 
12271,,АД31Т1,,6, , 30х50х4,,Швеллер гнутый  , ,386 000 
12272,,АД31Т1,,6, , 10х15х1,,Швеллер гнутый  , ,386 000 
12273,,,,12,, 180х100х5,,Швеллер гнутый  , ,69 990 1-5т
12274,,,,н/д,, 120х60х4,,Швеллер гнутый  , ,63 990 1-5т
12275,,,,12,, 160х80х6,,Швеллер гнутый  , ,67 990 1-5т
12276,,,,12,, 120х80х5,,Швеллер гнутый  , ,68 990 1-5т
12277,,ст3,,12,, 180х100х6,,Швеллер гнутый  , ,51 200 
12278,,ст3,,12,, 160х80х6,,Швеллер гнутый  , ,51 200 
12279,,ст3,,12,, 160х80х4,,Швеллер гнутый  , ,51 200 
12280,,09Г2С,,12,, 120х60х4,,Швеллер гнутый  , ,78 990 1-5т
12281,,,,12,, 50х40х3,,Швеллер гнутый  , ,66 990 1-5т
12282,,,,12,, 60х32х2.5,,Швеллер гнутый  , ,63 990 1-5т
12283,,,,12,, 60х32х3,,Швеллер гнутый  , ,66 990 1-5т
12284,,,,12,, 60х32х4,,Швеллер гнутый  , ,65 490 1-5т
12285,,,,12,, 60х40х4,,Швеллер гнутый  , ,66 990 1-5т
12286,,,,12,, 60х50х3,,Швеллер гнутый  , ,66 990 1-5т
12287,,,,12,, 80х32х4,,Швеллер гнутый  , ,65 990 1-5т
12288,,,,12,, 80х40х3,,Швеллер гнутый  , ,66 990 1-5т
12289,,,,12,, 60х60х4,,Швеллер гнутый  , ,66 990 1-5т
12290,,,,12,, 80х60х3,,Швеллер гнутый  , ,66 990 1-5т
12291,,,,12,, 120х80х4,,Швеллер гнутый  , ,66 990 1-5т
12292,,,,12,, 120х60х5,,Швеллер гнутый  , ,66 990 1-5т
12293,,,,12,, 120х60х4,,Швеллер гнутый  , ,68 990 1-5т
12294,,,,12,, 80х50х4,,Швеллер гнутый  , ,63 490 1-5т
12295,,,,н/д,, 100х50х5,,Швеллер гнутый  , ,63 990 1-5т
12296,,,,12,, 120х50х3,,Швеллер гнутый  , ,66 990 1-5т
12297,,,,12,, 100х50х4,,Швеллер гнутый  , ,65 990 1-5т
12298,,,,н/д,, 100х50х4,,Швеллер гнутый  , ,63 990 1-5т
12299,,,,12,, 100х50х3,,Швеллер гнутый  , ,64 490 1-5т
12300,,,,12,, 80х60х4,,Швеллер гнутый  , ,66 990 1-5т
12301,,,,12,, 100х50х5,,Швеллер гнутый  , ,69 990 1-5т
12302,,Д16Т,,3,, 19,,Шестигранник  , ,765 000 
12303,,Д16Т,,3,, 10,,Шестигранник  , ,765 000 
12304,,Д16Т,,3,, 12,,Шестигранник  , ,765 000 
12305,,Д16Т,,3,, 14,,Шестигранник  , ,840 000 
12306,,Д16Т,,3,, 22,,Шестигранник  , ,680 000 
12307,,20Х13,,,, 22,,Шестигранник  , ,307 970 <0.1т
12308,,Д16Т,,3,, 32,,Шестигранник  , ,680 000 
12309,,20Х13,,,, 14,,Шестигранник  , ,307 970 <0.1т
12310,,20Х13,,,, 27,,Шестигранник  , ,307 970 <0.1т
12311,,Д16Т,,3,, 24,,Шестигранник  , ,680 000 
12312,,ст45,,,, 41,,Шестигранник  г/к, ,77 990 1-5т
12313,,ст35,,,, 41,,Шестигранник  г/к, ,77 990 1-5т
12314,,ст20,,,, 41,,Шестигранник  г/к, ,77 990 1-5т
12315,,40Х,,,, 41,,Шестигранник  г/к, ,82 990 1-5т
12316,,40Х,,,, 22,,Шестигранник  г/к, ,83 990 1-5т
12317,,ст35,,,, 22,,Шестигранник  г/к, ,77 990 1-5т
12318,,ст45,,,, 22,,Шестигранник  г/к, ,77 990 1-5т
12319,,ст20,,,, 22,,Шестигранник  г/к, ,77 990 1-5т
12320,,09Г2С,,,, 22,,Шестигранник  г/к, ,86 990 1-5т
12321,,09Г2С,,,, 46,,Шестигранник  г/к, ,86 990 1-5т
12322,,ст20,,,, 46,,Шестигранник  г/к, ,77 990 1-5т
12323,,40Х,,,, 46,,Шестигранник  г/к, ,82 990 1-5т
12324,,40Х,,,, 19,,Шестигранник  г/к, ,83 990 1-5т
12325,,ст35,,,, 19,,Шестигранник  г/к, ,77 990 1-5т
12326,,ст20,,,, 19,,Шестигранник  г/к, ,77 990 1-5т
12327,,ст45,,,, 19,,Шестигранник  г/к, ,77 990 1-5т
12328,,ст45,,,, 24,,Шестигранник  г/к, ,77 990 1-5т
12329,,09Г2С,,,, 19,,Шестигранник  г/к, ,86 990 1-5т
12330,,40Х,,,, 24,,Шестигранник  г/к, ,83 990 1-5т
12331,,ст35,,,, 30,,Шестигранник  г/к, ,77 990 1-5т
12332,,ст20,,,, 24,,Шестигранник  г/к, ,77 990 1-5т
12333,,ст20,,,, 32,,Шестигранник  г/к, ,77 990 1-5т
12334,,ст45,,,, 32,,Шестигранник  г/к, ,77 990 1-5т
12335,,40Х,,,, 32,,Шестигранник  г/к, ,82 990 1-5т
12336,,ст45,,,, 46,,Шестигранник  г/к, ,77 990 1-5т
12337,,09Г2С,,,, 30,,Шестигранник  г/к, ,86 990 1-5т
12338,,ст20,,,, 30,,Шестигранник  г/к, ,77 990 1-5т
12339,,ст45,,,, 30,,Шестигранник  г/к, ,77 990 1-5т
12340,,40Х,,,, 30,,Шестигранник  г/к, ,83 990 1-5т
12341,,ст20,,,, 36,,Шестигранник  г/к, ,77 990 1-5т
12342,,40Х,,,, 36,,Шестигранник  г/к, ,82 990 1-5т
12343,,ст45,,,, 36,,Шестигранник  г/к, ,77 990 1-5т
12344,,ст35,,,, 27,,Шестигранник  г/к, ,77 990 1-5т
12345,,ст20,,,, 27,,Шестигранник  г/к, ,77 990 1-5т
12346,,ст45,,,, 27,,Шестигранник  г/к, ,77 990 1-5т
12347,,40Х,,,, 27,,Шестигранник  г/к, ,83 990 1-5т
12348,,09Г2С,,,, 27,,Шестигранник  г/к, ,86 990 1-5т
12349,,ст35,,,, 36,,Шестигранник  г/к, ,77 990 1-5т
12350,,09Г2С,,,, 41,,Шестигранник  г/к, ,86 990 1-5т
12351,,09Г2С,,,, 24,,Шестигранник  г/к, ,86 990 1-5т
12352,,ст35,,,, 24,,Шестигранник  г/к, ,77 990 1-5т
12353,,ст35,,,, 46,,Шестигранник  г/к, ,77 990 1-5т
12354,,09Г2С,,,, 52,,Шестигранник  г/к, ,86 990 1-5т
12355,,ст35,,,, 32,,Шестигранник  г/к, ,77 990 1-5т
12356,,ст45,,,, 65,,Шестигранник  г/к, ,77 990 1-5т
12357,,ст35,,,, 12,,Шестигранник  г/к, ,77 990 1-5т
12358,,ст35,,,, 65,,Шестигранник  г/к, ,77 990 1-5т
12359,,ст20,,,, 65,,Шестигранник  г/к, ,77 990 1-5т
12360,,40Х,,,, 65,,Шестигранник  г/к, ,82 990 1-5т
12361,,09Г2С,,,, 65,,Шестигранник  г/к, ,86 990 1-5т
12362,,ст35,,,, 55,,Шестигранник  г/к, ,77 990 1-5т
12363,,ст20,,,, 55,,Шестигранник  г/к, ,77 990 1-5т
12364,,ст45,,,, 55,,Шестигранник  г/к, ,77 990 1-5т
12365,,40Х,,,, 55,,Шестигранник  г/к, ,82 990 1-5т
12366,,09Г2С,,,, 55,,Шестигранник  г/к, ,86 990 1-5т
12367,,ст35,,,, 75,,Шестигранник  г/к, ,80 990 1-5т
12368,,ст20,,,, 75,,Шестигранник  г/к, ,80 990 1-5т
12369,,ст20,,,, 12,,Шестигранник  г/к, ,77 990 1-5т
12370,,ст35,,,, 14,,Шестигранник  г/к, ,77 990 1-5т
12371,,ст20,,,, 14,,Шестигранник  г/к, ,77 990 1-5т
12372,,ст35,,,, 50,,Шестигранник  г/к, ,77 990 1-5т
12373,,09Г2С,,,, 32,,Шестигранник  г/к, ,86 990 1-5т
12374,,ст35,,,, 17,,Шестигранник  г/к, ,77 990 1-5т
12375,,ст45,,,, 17,,Шестигранник  г/к, ,77 990 1-5т
12376,,09Г2С,,,, 17,,Шестигранник  г/к, ,86 990 1-5т
12377,,ст20,,,, 17,,Шестигранник  г/к, ,77 990 1-5т
12378,,09Г2С,,,, 75,,Шестигранник  г/к, ,86 990 1-5т
12379,,09Г2С,,,, 50,,Шестигранник  г/к, ,86 990 1-5т
12380,,ст45,,,, 12,,Шестигранник  г/к, ,77 990 1-5т
12381,,ст45,,,, 75,,Шестигранник  г/к, ,80 990 1-5т
12382,,ст45,,,, 50,,Шестигранник  г/к, ,77 990 1-5т
12383,,40Х,,,, 75,,Шестигранник  г/к, ,84 990 1-5т
12384,,09Г2С,,,, 14,,Шестигранник  г/к, ,86 990 1-5т
12385,,ст45,,,, 14,,Шестигранник  г/к, ,77 990 1-5т
12386,,40Х,,,, 14,,Шестигранник  г/к, ,83 990 1-5т
12387,,ст20,,,, 50,,Шестигранник  г/к, ,77 990 1-5т
12388,,ст20,,,, 36,,Шестигранник  калиброванный, ,109 990 1-5т
12389,,ст35,,,, 36,,Шестигранник  калиброванный, ,107 990 1-5т
12390,,ст45,,,, 36,,Шестигранник  калиброванный, ,101 990 1-5т
12391,,А12,,,, 36,,Шестигранник  калиброванный, ,119 990 1-5т
12392,,ст20,,,, 50,,Шестигранник  калиброванный, ,124 990 1-5т
12393,,ст45,,,, 60,,Шестигранник  калиброванный, ,146 990 1-5т
12394,,ст10,,,, 60,,Шестигранник  калиброванный, ,146 990 1-5т
12395,,40Х,,,, 41,,Шестигранник  калиброванный, ,110 990 1-5т
12396,,ст45,,,, 41,,Шестигранник  калиброванный, ,111 990 1-5т
12397,,ст20,,,, 41,,Шестигранник  калиброванный, ,109 990 1-5т
12398,,ст35,,,, 41,,Шестигранник  калиброванный, ,107 990 1-5т
12399,,ст45,,,, 50,,Шестигранник  калиброванный, ,124 990 1-5т
12400,,ст45,,,, 55,,Шестигранник  калиброванный, ,117 990 1-5т
12401,,ст20,,,, 55,,Шестигранник  калиброванный, ,106 990 1-5т
12402,,ст45,,,, 46,,Шестигранник  калиброванный, ,114 990 1-5т
12403,,ст35,,,, 46,,Шестигранник  калиброванный, ,108 990 1-5т
12404,,ст35,,,, 55,,Шестигранник  калиброванный, ,123 990 1-5т
12405,,ст20,,,, 46,,Шестигранник  калиброванный, ,110 990 1-5т
12406,,ст35,,,, 50,,Шестигранник  калиброванный, ,123 990 1-5т
12407,,ст35,,,, 60,,Шестигранник  калиброванный, ,146 990 1-5т
12408,,ст20,,,, 60,,Шестигранник  калиброванный, ,153 990 1-5т
12409,,ст45,,,, 19,,Шестигранник  калиброванный, ,111 990 1-5т
12410,,40Х,,,, 32,,Шестигранник  калиброванный, ,119 990 1-5т
12411,,ст20,,,, 17,,Шестигранник  калиброванный, ,111 990 1-5т
12412,,ст10,,,, 14,,Шестигранник  калиброванный, ,110 990 1-5т
12413,,А12,,,, 14,,Шестигранник  калиброванный, ,125 990 1-5т
12414,,ст20,,,, 14,,Шестигранник  калиброванный, ,111 990 1-5т
